"name","score","summary","recommended","avoid","date","author","url","rwd","ts-score","site"
"Blue Water Grill","*","Along with pleasant service, large portions and reasonable prices can come large crowds and long waits. While it's not the most creative menu in the world, the food is well prepared and very good. ","1) Oysters and Clams, 2) Shrimp in the Rough, 3) Grilled Shrimp, 4) Crab Cake, 5) Yellowfin Tuna, 6) Moroccan Spiced Red Snapper, 7) Grilled Salmon","1) Shrimp Dumplings, 2) Ceasar Salad, 3) Field Green Salad, 4) Pasta",1996-08-09,"Ruth Reichl","http://events.nytimes.com/mem/nycreview.html?res=9D00E2DF123EF93AA3575BC0A960958260","W",4,1
"Bobo","*","At Bobo there's thought and ambition and there are good intentions, but the restaurant hasn't wholly surrendered its attitude and put service before sheen...the menu is driven too much by what diners on automatic pilot expect and too little by real inspiration.","1) Crab with Cashew Butter, 2) Sweetbreads, 3) Pork Belly, 4) Ahi Tuna, 5) Duck, 6) Chicken Breast","1) Seared Daurade, 2) Pork Chops, 3) Gnocchi",2008-11-05,"Frank Bruni","http://www.nytimes.com/2008/11/05/dining/reviews/05rest.html","W",4,1
"Bocca di Bacco",,,,,,,,,,1
"Bohemian",,,,,,,,,,1
"Bombay Talkie","Unrated","Bombay Talkie pays as much attention to semantic and stylistic flourishes as it does to the spicing of its food, which could stand to be livelier. It nonetheless has its charms, numerous and apparent from the moment you walk in the door...The menu plays with the conceit of Indian street food, and dishes were pleasant, though in need of some kick.",,"1) Chickpeas, 2) Buttered Lentils, 3) Mashed Potatoes, 4) Cauliflower",2005-02-04,"Frank Bruni","http://www.nytimes.com/2005/02/04/dining/04jour.html","W",4,1
"BONDST","**","A frenetic sushi bar full of people dressed in black avidly eating whatever the chef invents...The kitchen also produces interesting Japanese food, and the sake list is large.","1) Sashimi Salad with Soba Risotto, 2) Shashimi over Frozen Shiso, 3) Kanpachi, 4) Caviar Sushi, 5) Omakase, 6) Steamed Yuba Dumpling, 7) Dobin Mushi, 8) Broiled Sea Bas, 9) Toro, 10) Green Tea Soba","1) Flounder in Sweet and Sour Sauce, 2) Ribeye Steak, 3) ",1998-06-17,"Ruth Reichl","http://events.nytimes.com/mem/nycreview.html?res=9F02E0D8123DF934A25755C0A96E958260","R",8,1
"Boqueria","**","Boqueria sends the message that you needn't commit to a conventional meal...And although its menu still harbors a few disappointments, they're eclipsed by plenty of standouts and by a charismatically bustling, remarkably warm scene. ","1) Patatas Bravas, 2) Quail Egg and Chorizo on Toast, 3) Squid with Chickpea, 4) Almond Soup, 5) Boar Terrine, 6) Lamb Shank, 7) Suckling Pig","1) Paella",2006-11-01,"Frank Bruni","http://www.nytimes.com/2006/11/01/dining/reviews/01rest.html?_r=1","W",5,1
"Bouley","***","The new Bouley has arched ceilings that glitter with gold leaf, tapered candles and an air of sappy, thrilling romanticism. The cooking, too, is elegant, in the proven Bouley way, though not quite on a par with the very best in the city...no restaurant outdoes Bouley when it comes to dessert. ","1) Egg with Ham and Truffle, 2) Oyster with Scallop, 3) Cod, 4) Chicken with Almond Puree, 5) Duclking, 6) Pear with Chocolate, 7) Chocolate Frivolous, 8) Meringue Snowball","1) Veal, 2) Lobster",2009-05-25,"Frank Bruni","http://www.nytimes.com/2009/03/25/dining/reviews/25rest.html","R",8,1
"Braeburn","*","Braeburn telegraphs a farm-friendly, rustic sensibility. But in terms of what winds up on your plate, this West Village restaurant is more confused and indecisive than that. Some dishes are too delicate or intricate, while others deliver full flavors. There's skill and earnestness here, but it plays too often as dullness. ","1) Sea Scallop, 2) Quail Sausage, 3) Brook Trout, 4) Pasta with Rabbit, 5) Rack of Pork, 6) Duck Breast, 7) Doughnut Holes","1) Bibb Lettuce Salad, 2) Grapefruit and Avocado with Crab, 3) Calamari, 4) Chicken Pot Pie 5) Rib Eye",2008-12-24,"Frank Bruni","http://www.nytimes.com/2008/12/24/dining/reviews/24rest.html","W",4,1
"Brandy Library",,,,,,,,,,1
"Brasserie Ruhlmann",,,,,,,,,,1
"Breslin (The)","*","No reservations means a long, sometimes annoying and fairly democratic wait in a pleasant bar filled with good music and pretty people...Yes, the food is good. But it is monochromatically good: it is 10 colors of fat. Excess can become wretched, and fast...Delicious, scary stuff. It's worth a visit, whether for breakfast, lunch or late-night pig.","1) Scrumpets, 2) Onion Soup, 3) Caesar Salad, 4) Terrines, 5) Lamb Burger, 6) Pork Belly, 7) Pig's Foot, 8) Cabbage and Bacon, 9) Sticky Toffee Pudding, 10) Eton Mess","1) Beef Shin with Polenta",2010-01-13,"Sam Sifton","http://www.nytimes.com/2010/01/13/dining/reviews/13rest.html","W",7,1
"Brgr",,,,,,,,,,1
"Brinkleys",,,,,,,,,,1
"Brooklyn Bowl",,,,,,,,,,1
"Bubby's",,,,,,,,,,1
"Buddakan","**"," It covers 16,000 square feet, including a main dining room with a ceiling as high as the Himalayas and a row of gaudy chandeliers. The biggest surprise is the food - alternately faithful and fanciful interpretations of Chinese cooking that are much better than they have to be.","1) Crab Siu Mei, 2) Spring Rolls, 3) Tuna Tartare, 4) Spareribs, 5) Black Cod, 6) Snapper, 7) Tea Smoked Chicken, 8) Mao Poe Tofu","1) Peking Duck, 2) Dumplings, 3) Fritters",2006-05-03,"Frank Bruni","http://www.nytimes.com/2006/05/03/dining/reviews/03rest.html","W",6,1
"Burger & Barrel",,,,,,,,,,1
"Burger Joint",,,,,,,,,,1
"Buttermilk Channel","*","Buttermilk Channel makes clear that it's a restaurant with real standards, noteworthy ambition and a definite slavishness to trends...The kitchen performs unevenly, but its best work is quite fine.","1) Sweet Potato and Goat Cheese Croquette, 2) Sausage, 3) Squash Tart, 4) Kale Salad, 5) Bacon Wrapped Tart, 6) Duck Meatloaf, 7) Hake, 8) Pecan Pie Sundae, 9) Doughnuts","1) Fried Chicken, 2) Creamed Spinach, 3) Chocolate Bread Pudding, 4) ",2009-02-25,"Frank Bruni","http://www.nytimes.com/2009/02/25/dining/reviews/25rest.html","W",6,1
"BXL Cafe",,,,,,,,,,1
"Cafe Asean",,,,,,,,,,1
"Cafe Boulud","***","This is your opportunity to find out what happens when a great chef - Daniel Boulud - stretches out and takes chances...Most days there are 30 or more dishes, and none are ordinary. They are all completely delicious.","1) Any Pasta, 2) Peekytoe Crab Salad, 3) Octopus Salad, 4) Roasted Chicken, 5) Arctic Char, 5) Code De Boeuf, 6) Leg of Lamb, 7) Souffles","1) Monkfish",2007-08-15,"Frank Bruni","http://www.nytimes.com/2007/08/15/dining/reviews/15rest.html","R",9,1
"Cafe Cluny","*","Geared for comfort and accessibility, some of its dishes were wholly satisfying, but weak spots were too common and service erratic. ","1) Beets with Goat Cheese, 2) Scallops with Cauliflower Puree, 3) Roasted Cod, 4) Monkfish, 5) Short Ribs, 6) Brussel Sprouts, 7) Haricots Verts","1) Frisse aux Lardons, 2) Risotto, 3) Duck Confit, 4) Linguini with Cockles, 5) Soups",2006-12-13,"Frank Bruni","http://www.nytimes.com/2006/12/13/dining/reviews/13rest.html","D",3,1
"Cafe Cortadito",,,,,,,,,,1
"Cafe Gitane",,,,,,,,,,1
"Cafe Habana",,,,,,,,,,1
"Cafe Luxembourg","*","Service can be distracted and food under-seasoned or over-cooked. The most reliable stretch of the menu is the final one: the desserts are terrific.","1) Wild Mushroom and Asparagus, 2) French Onion Soup, 3) Crab Salad, 4) Pork Loin, 5) Hanger Steak, 6) Baked Alaska, 7) Bread Pudding","1) Lamb Loin, 2) Strip Steak, 3) Papardelle with Rabbit",2005-11-23,"Frank Bruni","http://www.nytimes.com/2005/11/23/dining/reviews/23rest.html","D",3,1
"Cafe Orlin",,,,,,,,,,1
"Caracas Arepa Bar","Unrated","The quality is remarkable for such a low-key place. It has one of the most consistent kitchens of any cheap-food spot in New York.","1) Arepas, 2) Pabellon Criollo, 3) Guasacaca and Chips, 4) Obleas","1) Empanada, 2) Fish, 3) Cheddar",2006-08-02,"Peter Meehan","http://www.nytimes.com/2006/08/02/dining/reviews/02unde.html","W",7,1
"Carmine's",,,,,,,,,,1
"Casa Mono","**","In Casa Mono, a tapas bar-restaurant with a New York sensibility, Joe Bastianich and Mario Batali have another hit on their hands.","1) Croquetas, 2) Calamari, 3) Scallops, 4) Quail, 5) Dorada, 6) Steak, 7) Grilled Artichoke, 8) Patatas Bravas","1) Crema Catalana, 2) Duck Egg with Potatoes, 3) Tuna Loin, 4) Lamb Chops",2004-01-28,"Marian Burros","http://www.nytimes.com/2004/01/28/dining/restaurants-tapas-for-really-close-friends.html","W",6,1
"Cascabel Taqueria","Unrated","Cascabel Taqueria isn't trying for the best Mexican fare in New York. It wants you to have a good time.","1) Crab Fritters, 2) Costilla de Carne, 3) Tacos",,2010-12-14,"Oliver Strand","http://www.nytimes.com/2010/12/15/dining/reviews/15under.html","W",7,1
"Casellula ",,,,,,,,,,1
"Cask Bar and Kitchen",,,,,,,,,,1
"Char No. 4","Unrated","Char No. 4 carries its obsession lightly, acting like a neighborhood bar that just happens to carry whiskeys. The food is satisfying","1) BLT, 2) Shrimp and Grits, 3) Pork and Sage Sausage",,2008-11-05,"Oliver Schwaner-Albright","http://www.nytimes.com/2008/11/05/dining/reviews/05brief-002.html","W",6,1
"Chef's Table at Brooklyn Fare",,,,,,,,,,1
"Cho Dang Gol","**","Cho Dang Gol serves uniquely rustic food that is very different from what is available at other Korean restaurants in the surrounding blocks. The specialty here is fresh soybean curd, made daily at the restaurant. The kitchen makes each dish with extreme care. ","1) Doo-boo don-ki-rang-deng, 2) doo-boo kam-ja-jun, 3) cho-dan-gol jung-silk, 4) chung-kook-jang, 5) cho-dang-gol jae-yook bo-ssam 6) doo-boo doo-roo-chi-gi ","1) boo-dae-jun-gol",1998-03-18,"Ruth Reichl","http://www.nytimes.com/1998/03/18/restaurants-korean-cuisine-uniquely-rustic.html","R",8,1
"Chola","**","A few stellar establishments, however, stand outside this tradition. The new Chola, I am happy to report, is among them... Chola, happily, joins the few that are trying to offer a glimpse into the complexity of this extremely appealing cuisine.","1) Dosa, 2) Idli, 3) Uthappam, 2) Onion Nan, 4) Konju Pappas, 5) Phall, 6) Chicken Vindaloo, 7) Sarson Ka Sag, 8) Chicken Biriyani","1) Whole Tandoori Fish, 2) Tandoori Chicken",1998-04-22,"Ruth Reichl","http://query.nytimes.com/gst/fullpage.html?res=9801E5DF1E3CF931A15757C0A96E958260","R",8,1
"Ciano","**","Food, which is ambitious, beautiful and flavor packed, a kind of Italian home cooking made grand and attractive?customers may purchase half of any bottle on his list for half its price. The remaining wine is sold by the glass...Ciano is not yet an entirely smooth-running operation, and has some of the dewy awkwardness of a fawn.","Rock-Shrimp Polpette; Artichoke Hearts with Fris?e, Bay Scallops, Veal Meatballs, Veal Tortellini, Sweet-Potato Gnocchi, Spaghetti with Calamari, Chicken, Pork Roast, Lamb Chops",,2011-01-11,"Sam Sifton","http://www.nytimes.com/2011/01/12/dining/reviews/12rest.html","W",7,1
"Citrus Bar and Grill",,,,,,,,,,1
"City Winery",,,,,,,,,,1
"Clinton St Baking Co",,,,,,,,,,1
"Co. ",,,,,,,,,,1
"Colicchio and Sons","***","A couture restaurant from Tom Colicchio...His restaurant isn't perfect. But it is exciting. And the food is terrifically good.","1) Tasting Menu, 2) Butter-poahced Oysters, 3) Fondue, 4) Sweetbreads, 5) Agnolotti, 6) Monkfish, 7) Striped Bass, 8) Veal Breasts","1) Sirloin, 2) Braised Loup de Mer with Pork Trotter",2010-03-17,"Sam Sifton","http://www.nytimes.com/2010/03/17/dining/reviews/17rest.html","R",8.5,1
"Commerce","*","Commerce in one sense evokes the Waverly Inn and in another emulates Balthazar. But in the end it isn't like either of them, which becomes clear when the menu arrives and, in its wake, the food.","1) Asparagus Fircassee with Egg, 2) Mushroom and Fontina Ravioli, 3) Duck and Foie Gras Rillettes, 4) Snapper in thai Broth, 5) Veal Breast, 6) Braised Beef with Sirloin, 7) Chocolate Souffle, 8) Cheesecake","1) Roasted Chicken, 2) Porterhouse, 3) Spaghetti Carbonara",2008-04-30,"Frank Bruni","http://www.nytimes.com/2008/04/30/dining/reviews/30rest.html","D",3,1
"Community Food and Juice","Unrated","Though its name conveys all the allure of a food bank, Community Food and Juice is the most welcoming restaurant to appear on the Upper West Side in years.","1) Fried Chicken, 2) Ribeye Steak, 3) Blueberry Pancakes, 4) Buffalo Tofu Sticks, 5) Roast Chicken","1) Farro Porridge, 2) Turnips Carbonara",2008-01-30,"Julia Moskin","http://www.nytimes.com/2008/01/30/dining/reviews/30briefs.html","R",8,1
"Congee Village",,,,,,,,,,1
"Convivio","***","Convivio is, in particular, a pasta lover's dreamland...Many of the appetizers live up to the pasta. Only some of the entrees do. But there are enough outstanding dishes here - for a fair enough price - to make this restaurant a hugely enjoyable and admirable one.","1) Pig's Head Terrine, 2) Veal Tongue, 3) All Pastas, 4) Grilled Mackerel, 5) Squab, 6) Seafood Frittata","1) Grilled Shrimp, 2) Fried Swordfish",2008-10-01,"Frank Bruni","http://www.nytimes.com/2008/10/01/dining/reviews/01rest.html","R",8,1
"Cookshop","**","While the dishes, individually and all together, strive for a quality that might well be called wholesomeness, it's a hedonistic (as opposed to an extra-crunchy) wholesomeness, built around an all-American, old-fashioned emphasis on belly-filling comfort that brings to mind Prune and Little Giant.","1) Bluefish, 2) Beets and Tahini, 3) Mushroom on Toast, 4) Cod with Chickpea, 5) Pork Loin and Link, 6) Strip Steak, 7) Grits, 8) Chocolate Meringue Pie","1) Chicken, 2) Rabbit",2005-11-30,"Frank Bruni","http://www.nytimes.com/2005/11/30/dining/reviews/30rest.html","W",7,1
"Corner Bistro",,,,,,,,,,1
"Corton","***","The sweet spot between disciplined cooking and intricate, imaginative leaps. Intricacy and imagination are still there...But these exertions aren't obvious or showy. They're a generous attempt to orchestrate a varied medley of tastes both more and less familiar.","1) Foie Gras, 2) Scallops, 3) Sweetbreads, 4) Smoked Pasta, 5) Risotto, 6) Turbo, 7) Angus Beef, 8) Squab, 9) Caramel Brioche","1) Chicken for Two, 2) Peekytoe Crab Appetizer",2008-12-10,"Frank Bruni","http://www.nytimes.com/2008/12/10/dining/reviews/10rest.html","R",8.5,1
"Craft","***","The destination is a simpler, cleaner, more honest America; it's a vision of food heaven, a land of strong, pure flavors and back-to-basics cooking techniques.","1) Scallops, 2) Sweetbreads, 3) Porterhouse, 4) Gnocchi, 5) Veal Breast, 6) Bluefoot Mushrooms, 7) Pain Perdu","1) Sirloin Steak, 2) Crushed Potatoes",2001-06-27,"William Grimes","http://events.nytimes.com/mem/nycreview.html?res=9C00E0D91130F934A15755C0A9679C8B63","R",8,1
"Craftbar","Unrated","A spare, welcoming room serving rich, comforting food and exceptional wine. ","1) Arugula Salad, 2) Pecorino on toast, 3) Sea Trout",,2004-05-14,"Sam Sifton","http://www.nytimes.com/2004/05/14/dining/14JOUR.html","R",8,1
"Crema","*"," Imaginative flourishes or intricate architecture define many of her dishes, but the kitchen's execution doesn't always live up to the recipes. The cheerful, orange-tinged setting and fine margaritas are definite compensation.","1) Corn Soup, 2) Steak Tacos, 3) Wueso Flameado, 4) Chicken Flautas, 5) Sea Bass","1) Chicken, 2) Ribs",2006-05-17,"Frank Bruni","http://www.nytimes.com/2006/05/17/dining/reviews/17rest.html","W",5,1
"Crispo",,,,,,,,,,1
"Da Andrea","Unrated","After a young couple from Bologna took over, Da Andrea revealed itself to be a dependably good local favorite, one with ambition...The pastas are made daily and worth exploring as a shared appetizer or as a supper in themselves. The entrees are less assured. ","1) Tigelle, 2) Grilled Squid, 3) Octopus Salad, 4) Ravioli, 5) Lamb Shank","1) Rolled Stuffed Veal, 2) Pork Chop, 3) Cr?me Brulee",2002-10-30,"Sam Sifton","http://www.nytimes.com/2002/10/30/dining/25-and-under-a-surprise-from-bologna-warms-a-village-table.html","W",7,1
"Daisy Mays BBQ","Unrated","A menu of massive cuts of meat meant for large groups that Adam Perry Lang presents in his restaurant's modest dining room, along with a roster of barbecue dishes.","1) Pulled Pork Sandwich, 2) Brisket Sandwich, 3) Dry Ribs, 4) Baked Beans, 4) Half or Whole Pig, 5) Whole Shoulder, 6) Rack of Lamb",,2006-06-28,"Peter Meehan","http://www.nytimes.com/2006/06/28/dining/reviews/28unde.html","W",7,1
"Daniel","****","Daniel has been doing contemporary French cuisine at an exhilaratingly high level, with service that sometimes seems more like sorcery...The cooking here isn't always as impressive as at four-star brethren like Le Bernardin and Per Se, but Daniel's elegance is the most classic and straightforward.","1) Porcini Veloute, 2) Partridge Consomme, 3) Kataifi Crusted Scallops, 4) Foie Gras Terrine, 5) Yellowfin Tuna, 6) Squash Ravioli, 7) Swordfish, 8) Black Bass, 9) Aged Beef Duo","1) Bacon-wrapped Monkfish with Lobster, 2) Lamb Tableua",2009-01-21,"Frank Bruni","http://www.nytimes.com/2009/01/21/dining/reviews/21rest.html","R",9.5,1
"Danny Brown Wine Bar and Kitchen",,,,,,,,,,1
"David Burke Townhouse",,,,,,,,,,1
"DB Bistro Moderne","**","Daniel Boulud's lively, even raucous restaurant tries to pass for a bistro but can't quite disguise its high-class leanings. The cooking, although simplified to suit the bistro concept and even countrified on occasion, plays to Mr. Boulud's strength, his refined rusticity...The service at DB is puzzling. It is disorganized.","1) Tomato Tarte Tatin, 2) Gazpacho, 3) Salmon with Lovage Oil, 4) Duck Confit, 5) Boeuf En Gelee",,2001-08-22,"William Grimes","http://events.nytimes.com/mem/nycreview.html?res=9D01E4DF1631F931A1575BC0A9679C8B63","W",7,1
"DBGB","**","Daniel Boulud tries downtown on for size with a casually elegant sausage and burger bar that offers great French pleasures alongside the ground meat. ","1) Sausage, 2) Tripe, Veal Tongues, 3) Matzo Ball Soup, 4) Arctic Char, 5) Lamb Duo",,2009-10-14,"Sam Sifton","http://www.nytimes.com/2009/10/14/dining/reviews/14rest.html","R",8,1
"Dean's",,,,,,,,,,1
"Del Frisco's ",,,,,,,,,,1
"Del Posto","****","Devoted entirely to the pleasures of Italian food and customer satisfaction...food that bewilders and thrills...Del Posto's kitchen operates at the very highest level?among the very best restaurants in New York City. ","1) Cotechino, 2) Tuna Ventresca, 3) Spaghetti with Crab, 4) Pasta, 5) Lobster, 6) Rib Eye, 7) Lamb alla Romana, 8) Salmon, 9) Sfera di Caprino, 10) Butterscotch Semifreddo",,2010-09-29,"Sam Sifton","http://www.nytimes.com/2010/09/29/dining/29rest.html","R",10,1
"Dell' Anima","Unrated","My latest meal at dell'Anima was significantly better than my previous one, and it suggested that the food has improved markedly over time...The restaurant's look and vibe remain the same. And the service remains flawed, though not quite as flawed as it was in the beginning.","1) Trofie with Bacon and Tomato, 2) Ricotta Stuffed Noodles, 3) Chicken al Diavolo","1) Monkfish",2008-06-11,"Frank Bruni","http://dinersjournal.blogs.nytimes.com/2008/06/11/circling-back-dellanima/","W",6,1
"Demarchelier",,,,,,,,,,1
"Desnuda","Unrated","If there is a flaw at Desnuda, a romantically lighted sliver of a bar in the East Village, it's that the Nuevo Latino-accented food sometimes tries too hard. But often the unorthodox combinations work","1) Tilefish Ceviche, 2) Red Snapper Ceviche, 3) Salmon with Tamarind and Chilies","1) Tuna with Pineapple",2009-07-15,"Olver Schwaner-Albright","http://www.nytimes.com/2009/07/15/dining/reviews/15brief-001.html","W",6,1
"Devi","**","There are restaurants that bring you back to yourself and those that spirit you away. Devi belongs to the latter group...Devi works its exotic magic through its take on Indian food, more varied, multidimensional, nimble and surprising here","1) Baby Eggplant, 2) Fried Okra, 3) Tandoori Prawn, 4) Halibut in Banana Leaf, 5) Tandoori Lamb Chops, 6) Manchurian Cauliflower, 7) Minced Turkey, 8) Falooda","1) Crispy Beef, 2) Chicken in Curry Sauce",2004-11-17,"Frank Bruni","http://www.nytimes.com/2004/11/17/dining/reviews/17REST.html","R",8,1
"Dhaba","Unrated","Flavors are surprisingly complex and subtle...stands out on this cheap and cheerful stretch of lower Lexington Avenue. It's pricier than most of its neighbors, but not by much. ","1) Tale Huay Caju, 2) Paya Soup, 3) Kadai Bhindi, 4) Achari Gosht, 5) Kadia Goat","1) Methi Chicken, 2) Highway Dhaba",2009-02-04,"Oliver Schwaner-Albright","http://www.nytimes.com/2009/02/04/dining/reviews/04unde.html","R",8,1
"Dim Sum Go Go","*","Dim Sum Go Go is a bright, happy extrovert clinging to the edge of Chinatown like a goofy sidekick...The chef has developed a quirky, very appealing menu that plays Western variations on Chinese themes","1) Shredded Duck, 2) Spinach and Bean Curd Soup, 3) Stuffed Bean Curd Skin, 4) Fried Halibut","1) Dumplings, 2) Crab Soup with Ham, 3) Quail, 4) Dungeness Crab",2001-01-03,"William Grimes","http://events.nytimes.com/mem/nycreview.html?res=9E03E1DD133BF930A35752C0A9679C8B63","W",6,1
"Diner","Unrated","The cooking emphasizes seasonality, accessibility, comfort and correctness...Diner's setting - in a narrow, snug metal dining car from 1927 - remains irresistible.","1) Half Chicken, 2) Fillet of Halibut, 3) Duck Hearts, 4) Sorrel Soup",,2009-07-01,"Frank Bruni","http://www.nytimes.com/2009/07/01/dining/reviews/01brief-001.html","R",8,1
"Dinosaur Bar B Que","Unrated","The meat comes from big, black computerized smoking pits in a back room, vented to high heaven and fueled with a mix of apple and hickory woods. But the mix of technology and wood isn't working.","1) BBQ Chicken, 2) Boiled Shrimp","1) Cornbread, 2) Baked Beans, 3) Chili, 4) Texas Brisket, 5) Pork Ribs",2005-01-12,"Kim Severson","http://www.nytimes.com/2005/01/12/dining/reviews/12UNDE.html","D",2,1
"Dirt Candy","Unrated","The food looked terrific, and so artfully composed the dishes seemed styled for a photo shoot. Dirt Candy's conceit is that vegetarian food can be an indulgence... Sometimes the compositions work?Sometimes they don't.","1) Jalapeno Hush Puppies, 2) Greek Salad, 3) Crispy Tofu","1) Pappardelle, 2) Mushroom Mousse",2009-03-11,"Oliver Schwaner-Albright","http://www.nytimes.com/2009/03/11/dining/reviews/11brief-001.html","W",5,1
"Do Hwa",,,,,,,,,,1
"Docks Oyster Bar and Grill",,,,,,,,,,1
"Dos Toros Taqueria","Unrated","Dos Toros Taqueria just off Union Square brings to mind the sort of fresh, quick and cheap eating found at Mexican joints in the Bay Area. The food on the short menu is simple and succulent, stripped-down cooking served in spartan conditions. ","1) Quesadillas, 2) Burritos, 3) Tacos",,2010-01-06,"Oliver Strand","http://www.nytimes.com/2010/01/06/dining/reviews/06unde.html","R",10,1
"Double Crown","**","It ponders the glories of culinary cross-pollination, making a promise of 'British-Indio-Asian' fusion. As kooky and borderline scary as all of this sounds, Double Crown makes it work...It's an intensely pleasant place to hang out, the friendly service and festive atmosphere papering over the menu's weak spots. ","1) Curry Laksa, 2) Cured Salmon, 3) Mackerel Salad, 4) Carrot and ardamom Soup, 5) Streaky Ham, 6) Snapper, 7) Garam Masala Potatoes, 8) Ginger Cabbage","1) Pigs in a Wet Blanket, 2) Venison Wellington, 3) Lamb and Cashew Meatballs",2008-11-26,"Frank Bruni","http://www.nytimes.com/2008/11/26/dining/reviews/26rest.html","W",7,1
"Dovetail","***","What a testament to the intriguing, compelling work that John Fraser, Dovetail's chef and principal owner, is doing here.  Both he and his pastry chef, Vera Tong, come at their cooking with intellect and wit, but they seldom get too cerebral, too cute. ","1) Gnocchi with Veal Short Ribs, 2) Lamb's Tongue, 3) Pork Belly, 4) Scallops, 5) Halibut, 6) Venison, 6) Lamb","1) Skate and Chicken Wings",2008-02-20,"Frank Bruni","http://www.nytimes.com/2008/02/20/dining/reviews/20rest.html","R",8,1
"Dressler","**","Dining there is worth crossing neighborhood lines, even crossing water...Dressler promises, and delivers, something more difficult to pull off: food that's sophisticated without being too clever, in a room that's beautiful without being too flamboyant.","1) Artichoke and Bean salad, 2) Sturgeon, 3) Scallops, 4) Halibut, 5) Roasted Chicken, 6) Duck breast, 7) Pork Rib","1) Rolls, 2) Strawberry-Rhubarb Crisp, 3) Pea Soup, 4) Strozzapreti with Veal Ragu",2006-06-07,"Frank Bruni","http://www.nytimes.com/2006/06/07/dining/reviews/07rest.html","W",7,1
"DuMont",,,,,,,,,,1
"East Side Social Club",,,,,,,,,,1
"Ed's Lobster Bar",,,,,,,,,,1
"Egg","Unrated","Most of the dinner menu at Egg, which initially attracted attention for its breakfast-only menu, is guileless, direct and plain good eating.","1) Pancakes, 2) Grits, 3) Country Ham Biscuit, 4) Pimento Cheese Toast, 5) Fried Chicken",,2005-10-14,"Peter Meehan","http://www.nytimes.com/2005/10/14/dining/14jour.html?_r=1","R",10,1
"El Faro",,,,,,,,,,1
"El Parador",,,,,,,,,,1
"El Paso Taqueria",,,,,,,,,,1
"Elephant and Castle",,,,,,,,,,1
"Eleven Madison Park","****","Eleven Madison Park, which opened in 1998, now ranks among the most alluring and impressive restaurants in New York...French-grounded cooking bridges the classically saucy decadence of the past and the progressive derring-do of a new generation...Looser and louder than most restaurants of its caliber, Eleven Madison is actually a better fit for many of today's casually inclined epicures.","1) Prawn Roulade, 2) Farm Egg, 3) Goat's Milk Ricotta Gnocchi, 4) Halibut, 5) Lobster, 6) Duck for two, 7) Chicken for Two, 8) Suckling Pig, 9) Peanut Butter and Chocolate Palette",,2009-08-11,"Frank Bruni","http://www.nytimes.com/2009/08/12/dining/reviews/12rest.html","R",10,1
"Emporio",,,,,,,,,,1
"EN Japanese Brasserie","*","En promises an especially authentic, home-style Japanese dining experience...In terms of feeding you, En delivers a more scattershot performance...Among the cold small plates and the hot small plates...there are a few real winners.","1) Chicken and Mushroom Salad, 2) En House Sald, 3) Chu Toro Sashimi, 4) Miso Sampler, 5) Beef Tongue Hot Pot, 6) Sauteed Duck Breast","1) Fried Chicken Nuggets, 2) Avocado and Shrimp Salad, 3) Grilled Eggplant, 4) Seared Chu Toro",2004-11-24,"Frank Bruni","http://www.nytimes.com/2004/11/24/dining/reviews/24REST.html","D",3,1
"Esca","***","The range of servers' demeanors can be jarring?But Mr. Pasternack's kitchen is a steady, well-oiled trawler moving through placid seas. Be it weakfish or wolffish, the catch I've had at Esca has always tasted fresh. ","1) Weakfish, 2) Hamachi, 3) Scallop and Fluke Crudo, 4) Spaghetti with Crab, 5) Bucatini with Octopus, 6) Fetuccini with Tuna, 7) Pink Snapper, 8) Swordfish, 9) Mahi Mahi, 10) Haddock, 11) Fried Scorpionfish",,2007-04-18,"Frank Bruni","http://www.nytimes.com/2007/04/18/dining/reviews/18rest.html","R",8,1
"Esperanto",,,,,,,,,,1
"Ethos",,,,,,,,,,1
"Extra Virgin","Unrated","Little gem of a restaurant. The cooking is consistently good, the young staff warm, attractive and efficient. The crowd is young and attractive, too, and the atmosphere is electric, if noisy.","1) Fritto Misto, 2) Curried Mussels, 3) Grilled Halibut, 4) Mushroom Crusted Chicken, 5) Branzino for Two","1) Oregano Roasted Lemon Chicken",2004-09-08,"Frank J. Prial","http://www.nytimes.com/2004/09/08/dining/08UNDE.html","R",8,1
"Fairway Cafe ",,,,,,,,,,1
"Falai","**","A concise, thoughtful Italian menu with dishes that are memorable and different but not strenuously so. The kitchen's performance is usually spot-on. Falai is a real discovery and a considerable delight, although when it's crowded, it can become noisy and chaotic ","1) Polenta with Chicken Liver, 2) Ricotta Tortino, 2) Rock Shrimp Soup, 4) Farfalle with Squid, 5) Gnudi, 6) Pork with Fennel and Nibs, 7) Beef with Brunello, 8) Passion Fruit Souffle, 9) Profiteroles","1) Pici, 2) Risotto",2005-06-01,"Frank Bruni","http://www.nytimes.com/2005/06/01/dining/reviews/01rest.html","W",7,1
"Fanelli Cafe",,,,,,,,,,1
