"name","cuisine1","cuisine2","cuisine3","vegetarian","address","phone","url","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","price","opentable","menupages"
"Carmines","Italian",,,"x","200 W 44th St, New York, NY 10036","212-221-3800","http://www.carminesnyc.com/","11:00 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 12:00 AM","11:30 AM - 12:00 AM","11:30 AM - 12:00 AM","11:30 AM - 12:00 AM","11:00 AM - 12:00 AM","$$$","http://www.opentable.com/carmines-midtown","http://newyorkcity.menupages.com/restaurants/carmines/menu"
"Casa Mono","European","Spanish","Tapas",,"125 E 17th St #1, New York, NY 10003","212-253-2773","http://www.casamononyc.com/",,"12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","$$","http://www.opentable.com/casa-mono","http://newyorkcity.menupages.com/restaurants/casa-mono/menu"
"Cascabel Taqueria","Mexican",,,"x","1538 2nd Ave, New York, NY 10028","212-717-8226","http://www.nyctacos.com/","5:00 PM - 12:00 AM","11:30 AM - 12:00 AM","11:30 AM - 12:00 AM","11:30 AM - 12:00 AM","11:30 AM - 12:00 AM","11:30 AM - 1:00 AM","11:30 AM - 1:00 AM","$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/cascabel-taqueria/menu"
"Casellula ","American","Tapas",,,"401 West 52nd Street, New York, NY 10019","212-247-8137","http://www.casellula.com/","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/casellula/menu"
"Cask Bar and Kitchen","Bar Food",,,,"167 East 33rd Street, New York, NY 10016-4641","212-300-4924","http://www.casknyc.com/index.htm","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/cask-bar-kitchen/menu"
"Char No. 4","American","Southern","Bar Food",,"196 Smith St, New York, NY 11201","718-643-2106","http://charno4.com/","10:00 AM - 3:30 PM, 5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 12:00 PM","10:00 AM - 3:30 PM, 5:00 PM - 12:00 AM","$$","NOT FOUND","http://www.menupages.com/restaurants/char-no-4/menu"
"Chef's Table at Brooklyn Fare","European","French","Contemporary",,"200 Schermerhorn St, New York, NY 11201","718-243-0050","http://www.brooklynfare.com/","8:00 AM - 8:00 PM","7:00 AM - 9:00 PM","7:00 AM - 9:00 PM","7:00 AM - 9:00 PM","7:00 AM - 9:00 PM","7:00 AM - 9:00 PM","8:00 AM - 9:00 PM","$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/brooklyn-fare/menu"
"Cho Dang Gol","Korean","Asian",,"x","55 W 35th St #1, New York, NY 10001","212-695-8222","http://www.chodanggolny.com/","11:30 AM - 10:30 PM","11:30 AM - 10:30 PM","11:30 AM - 10:30 PM","11:30 AM - 10:30 PM","11:30 AM - 10:30 PM","11:30 AM - 10:30 PM","11:30 AM - 10:30 PM","$$-$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/cho-dang-gol/menu"
"Chola","Indian",,,"x","232 E 58th St, New York, NY 10022","212-688-4619","http://www.fineindiandining.com/cholany.htm","12:00 PM - 3:00 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:00 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:00 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:00 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:00 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:00 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:00 PM, 5:00 PM - 11:00 PM","$$","http://www.opentable.com/chola","http://newyorkcity.menupages.com/restaurants/chola/menu"
"Ciano","Italian",,,"x","45 E 22nd St, New York, NY 10010","212-982-8422","http://cianonyc.com/","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 12:00 AM","5:30 PM - 12:00 AM","$$$","http://www.opentable.com/ciano","http://newyorkcity.menupages.com/restaurants/ciano/menu"
"Citrus Bar and Grill","Bar Food",,,,"320 Amsterdam Ave, New York, NY 10023","212-595-0500","http://www.citrusnyc.com/","11:30 AM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 12:00 AM","11:30 AM - 12:00 AM","$$","http://www.opentable.com/citrus-bar-and-grill","http://newyorkcity.menupages.com/restaurants/citrus-bar-grill/menu"
"City Winery","Mediterranean","Tapas",,,"155 Varick St, New York, NY 10013","212-608-0555","http://www.citywinery.com/","5:00 PM - 12:00 AM","11:30 AM - 3:00 PM, 5:00 PM - 12:00 AM","11:30 AM - 3:00 PM, 5:00 PM - 12:00 AM","11:30 AM - 3:00 PM, 5:00 PM - 12:00 AM","11:30 AM - 3:00 PM, 5:00 PM - 12:00 AM","11:30 AM - 3:00 PM, 5:00 PM - 12:00 AM","5:00 PM - 12:00 AM","$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/city-winery/menu"
"Clinton St Baking Co","American",,,,"4 Clinton St, New York, NY 10002","646-602-6263","http://www.clintonstreetbaking.com/","10:00 AM - 4:00 PM","8:00 AM - 4:00 PM, 6:00 PM - 11:00 PM","8:00 AM - 4:00 PM, 6:00 PM - 11:00 PM","8:00 AM - 4:00 PM, 6:00 PM - 11:00 PM","8:00 AM - 4:00 PM, 6:00 PM - 11:00 PM","8:00 AM - 4:00 PM, 6:00 PM - 11:00 PM","10:00 AM - 4:00 PM, 6:00 PM - 11:00 PM","$$","NOT FOUND","http://www.menupages.com/restaurants/clinton-street-baking-company/menu"
"Co. ","Pizza","Italian",,"x","230 9th Ave, New York, NY 10001","212-243-1105","http://www.co-pane.com/","11:00 AM - 10:00 PM","5:00 PM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/co-company/menu"
"Colicchio and Sons","American","Contemporary",,,"85 10th Ave, New York, NY 10011","212-400-6699","http://www.colicchioandsons.com/","11:00 AM - 3:30 PM, 5:00 PM - 10:00 PM","12:00 PM -3:00 PM, 5:00 PM - 10:00 PM","12:00 PM -3:00 PM, 5:00 PM - 10:00 PM","12:00 PM -3:00 PM, 5:00 PM - 10:00 PM","12:00 PM -3:00 PM, 5:00 PM - 10:00 PM","12:00 PM -3:00 PM, 5:00 PM - 11:00 PM","11:00 PM -3:00 PM, 5:00 PM - 11:00 PM","$$","http://www.opentable.com/colicchio-and-sons","http://newyorkcity.menupages.com/restaurants/colicchio-sons/menu"
"Commerce","American",,,,"50 Commerce St #1, New York, NY 10014","212-524-2301","http://www.commercerestaurant.com/","1:00 PM - 9:30 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:30 PM","5:30 PM - 11:30 PM","$$$","http://www.opentable.com/commerce","http://newyorkcity.menupages.com/restaurants/commerce/menu"
"Community Food and Juice","American",,,,"2893 Broadway, New York, NY 10025","212-665-2800","http://www.communityrestaurant.com/","9:00 AM - 4:00 PM, 6:00 PM - 10:00 PM","9:00 AM - 11:00 PM","9:00 AM - 11:00 PM","9:00 AM - 11:00 PM","9:00 AM - 11:00 PM","9:00 AM - 11:00 PM","9:00 AM - 4:00 PM, 6:00 PM - 11:00 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/community-food-juice/menu"
"Congee Village","Chinese","Asian",,,"100 Allen St #1, New York, NY 10002","212-941-1818","http://www.congeevillagerestaurants.com/","10:30 AM - 2:00 AM","10:30 AM - 2:00 AM","10:30 AM - 2:00 AM","10:30 AM - 2:00 AM","10:30 AM - 2:00 AM","10:30 AM - 2:00 AM","10:30 AM - 2:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/congee-village/menu"
"Convivio","Italian",,,"x","45 Tudor City Pl, New York, NY 10017","212-599-5045","http://convivionyc.com/","5:30 PM - 9:00 PM","12:00 PM - 2:30 PM, 5:30 PM - 10:30 PM","12:00 PM - 2:30 PM, 5:30 PM - 10:30 PM","12:00 PM - 2:30 PM, 5:30 PM - 10:30 PM","12:00 PM - 2:30 PM, 5:30 PM - 10:30 PM","12:00 PM - 2:30 PM, 5:30 PM - 11:30 PM","5:00 PM - 11:30 PM","$$$","http://www.opentable.com/convivio","http://newyorkcity.menupages.com/restaurants/convivio/menu"
"Cookshop","American",,,"x","156 10th Ave, New York, NY 10011","212-924-4440","www.cookshopny.com","11:00 AM - 3:00 PM, 5:30 PM - 10:00 PM","11:30 AM - 3:00 PM, 5:30 PM - 12:00 AM","11:30 AM - 3:00 PM, 5:30 PM - 12:00 AM","11:30 AM - 3:00 PM, 5:30 PM - 12:00 AM","11:30 AM - 3:00 PM, 5:30 PM - 12:00 AM","11:30 AM - 3:00 PM, 5:30 PM - 12:00 AM","11:00 AM - 3:00 PM, 5:30 PM - 12:00 AM","$$$","http://www.opentable.com/cookshop","http://newyorkcity.menupages.com/restaurants/cookshop/menu"
"Corner Bistro","Hamburgers","American",,,"331 W 4th St, New York, NY 10014","212-242-9502","http://cornerbistrony.com/","12:00 PM - 4:00 AM","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/corner-bistro/menu"
"Corton","European","French","Contemporary",,"239 W Broadway, New York, NY 10013","212-219-2777","http://www.cortonnyc.com/",,"5:30 PM - 10:30 PM","5:30 PM - 10:30 PM","5:30 PM - 10:30 PM","5:30 PM - 10:30 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","$$$$","http://www.opentable.com/corton","http://newyorkcity.menupages.com/restaurants/corton/menu"
"Craft","American","Contemporary",,,"43 E 19th St, New York, NY 10003","212-780-0880","http://www.craftrestaurant.com/","5:30 PM - 10:00 PM","5:30 PM - 10:00 PM","5:30 PM - 10:00 PM","5:30 PM - 10:00 PM","5:30 PM - 10:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","$$$$","http://www.opentable.com/craft-new-york","http://newyorkcity.menupages.com/restaurants/craft/menu"
"Craftbar","American","Contemporary",,,"900 Broadway, New York, NY 10003","212-461-4300","http://www.craftrestaurant.com/","10:00 AM - 10:00 PM","12:00 PM - 10:00 PM","12:00 PM - 10:00 PM","12:00 PM - 10:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","10:00 AM - 11:00 PM","$$","http://www.opentable.com/craftbar-new-york","http://newyorkcity.menupages.com/restaurants/craftbar/menu"
"Crema","Mexican",,,,"111 W 17th St, New York, NY 10011","212-691-4477","http://www.cremarestaurante.com/","11:30 AM - 10:00 PM","12:00 PM - 10:00 PM","12:00 PM - 10:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:30 PM","11:30 AM - 11:30 PM","$$$","http://www.opentable.com/crema-restaurante","http://newyorkcity.menupages.com/restaurants/crema/menu"
"Crispo","Italian","Mediterranean",,,"240 W 14th St #A, New York, NY 10011","212-229-1818","http://www.crisporestaurant.com/","4:00 PM - 11:00 PM","5:00 PM - 11:30 PM","5:00 PM - 11:30 PM","5:00 PM - 11:30 PM","5:00 PM - 11:30 PM","5:00 PM - 12:00 PM","5:00 PM - 12:00 PM","$$","http://www.opentable.com/crispo","http://newyorkcity.menupages.com/restaurants/crispo/menu"
"Da Andrea","Italian",,,"x","35 West 13 Street, New York, NY 10011 ","212-367-1979","http://www.daandreanyc.com/","5:00 PM - 10:00 PM","5:00 PM - 10:00 PM","5:00 PM - 10:00 PM","5:00 PM - 10:00 PM","5:00 PM - 10:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/da-andrea/menu"
"Daisy Mays BBQ","American","BBQ",,,"623 11th Avenue, New York, NY 10036","212-977-1500","http://www.daisymaysbbq.com/","12:00 PM - 9:00 PM","11:00 AM - 9:00 PM","11:00 AM - 10:00 PM","11:00 AM - 10:00 PM","11:00 AM - 10:00 PM","11:00 AM - 10:00 PM","12:00 PM - 10:00 PM","$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/daisy-mays-bbq-usa/menu"
"Daniel","European","French","Contemporary","x","60 East 65th Street, New York, NY 10065","212-288-0033","http://www.danielnyc.com/",,"5:45 PM - 11:00 PM","5:45 PM - 11:00 PM","5:45 PM - 11:00 PM","5:45 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","$$$$","http://www.opentable.com/daniel","http://newyorkcity.menupages.com/restaurants/daniel/menu"
"Danny Brown Wine Bar and Kitchen","European","Mediterranean",,,"104-02 Metropolitan Ave, NY 11375","718-261-2144","http://www.dannybrownwinekitchen.com/","5:00 PM - 9:30 PM",,"5:00 PM - 10:00 PM","5:00 PM - 10:00 PM","5:00 PM - 10:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","$$","NOT FOUND","http://www.dannybrownwinekitchen.com/menu.php"
"David Burke Townhouse","American",,,,"133 East 61st Street, New York, NY 10065","212-813-2121","http://www.davidburketownhouse.com/","11:00 AM - 2:30 PM, 4:30 PM - 9:00 PM","11:45 AM - 2:30 PM, 5:00 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:00 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:00 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:00 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:00 PM - 11:00 PM","12:00 PM - 2:30 PM, 5:00 PM - 11:00 PM","$$$$","http://www.opentable.com/david-burke-townhouse","http://newyorkcity.menupages.com/restaurants/davidburke-townhouse/menu"
"DB Bistro","American","Contemporary",,,"55 W 44th St, New York, NY 10036","212-391-2400","www.danielnyc.com/dbbistro.html","8:00 AM - 2:30 PM, 5:00 PM - 10:00 PM","7:00 AM - 10:00 AM, 12:00 PM - 2:30 PM, 5:00 PM - 10:00 PM","7:00 AM - 10:00 AM, 12:00 PM - 2:30 PM, 5:00 PM - 11:00 PM","7:00 AM - 10:00 AM, 12:00 PM - 2:30 PM, 5:00 PM - 11:00 PM","7:00 AM - 10:00 AM, 12:00 PM - 2:30 PM, 5:00 PM - 11:00 PM","7:00 AM - 10:00 AM, 12:00 PM - 2:30 PM, 5:00 PM - 11:30 PM","8:00 AM - 2:30 PM, 5:00 PM - 11:30 PM","$$$","http://www.opentable.com/db-bistro-moderne-new-york","http://www.menupages.com/restaurants/db-bistro-moderne/menu"
"DBGB","European","French","Contemporary",,"299 Bowery, New York, NY 10003","212-933-5300","www.danielnyc.com/dbgb.html","11:00 AM - 3:00 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:00 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:00 PM, 5:30 PM - 12:00 AM","12:00 PM - 3:00 PM, 5:30 PM - 12:00 AM","12:00 PM - 3:00 PM, 5:30 PM - 12:00 AM","12:00 PM - 3:00 PM, 5:30 PM - 1:00 AM","12:00 PM - 3:00 PM, 5:00 PM - 1:00 AM","$$$","http://www.opentable.com/dbgb-kitchen-and-bar","http://newyorkcity.menupages.com/restaurants/dbgb/menu"
"Dean's","Italian","Pizza",,"x","215 West 85th Street, New York, NY 10024","212-875-1100","http://www.deansnyc.com/","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/deans-2/menu"
"Del Frisco's ","American","Steak",,,"1221 Avenue of the Americas, New York, NY 10020","212-575-5129","http://www.delfriscos.com/","5:00 PM - 10:00 PM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","5:00 PM - 12:00 AM","$$$$","http://www.opentable.com/del-friscos-double-eagle-steakhouse-new-york-city","http://newyorkcity.menupages.com/restaurants/del-friscos/menu"
"Del Posto","Italian",,,,"85 10th Avenue, New York, NY 10011","212-497-8090","http://www.delposto.com/home.htm","4:30 PM - 10:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","12:00 PM - 2:00 PM, 5:30 PM - 11:00 PM","12:00 PM - 2:00 PM, 5:30 PM - 11:00 PM","12:00 PM - 2:00 PM, 5:30 PM - 11:00 PM","4:30 PM - 11:00 PM","$$$$","http://www.opentable.com/del-posto","http://newyorkcity.menupages.com/restaurants/del-posto/menu"
"Dell'Anima","Italian",,,,"38 8th Avenue, New York, NY 10014","212-366-6633","http://dellanima.com/","11:00 AM - 3:00 PM, 4:00 PM - 2:00 AM","5:30 PM - 2:00 AM","5:30 PM - 2:00 AM","5:30 PM - 2:00 AM","5:30 PM - 2:00 AM","5:30 PM - 2:00 AM","11:00 AM - 3:00 PM, 4:00 PM - 2:00 AM","$$$","http://www.opentable.com/dellanima","http://newyorkcity.menupages.com/restaurants/dellanima/menu"
"Demarchelier","French","Steak",,,"50 E 86th St # 1, New York, NY 10028","212-249-6300","http://www.demarchelierrestaurant.com/","12:00 PM - 10:00 PM","12:00 PM - 10:00 PM","12:00 PM - 10:00 PM","12:00 PM - 10:30 PM","12:00 PM - 10:30 PM","12:00 PM - 10:30 PM","12:00 PM - 10:30 PM","$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/demarchelier/menu"
"Desnuda","Latin American","Seafood",,,"122 E 7th St, New York, NY 10009","212-254-3515","http://www.desnudany.com","2:00 PM - 1:00 AM","6:00 PM - 2:00 AM","6:00 PM - 2:00 AM","6:00 PM - 2:00 AM","6:00 PM - 2:00 AM","6:00 PM - 2:00 AM","6:00 PM - 2:00 AM","$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/desnuda/menu"
"Devi","Indian","Fusion",,"x","8 E 18th St Suite 1, New York, NY 10003","212-691-1300","http://www.devinyc.com/","5:00 PM - 10:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","$$$","http://www.opentable.com/devi","http://newyorkcity.menupages.com/restaurants/devi/"
"Dhaba","Indian",,,"x","108 Lexington Ave, New York, NY 10016","212-679-1284","http://dhabanyc.com/","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 3:00 AM","12:00 PM - 3:00 AM","$$","http://www.opentable.com/dhaba","http://newyorkcity.menupages.com/restaurants/dhaba/menu"
"Dim Sum Go Go","Chinese",,,"x","5 East Broadway, New York, NY 10038","212-732-0796",,"10:00 AM - 11:00 PM","10:00 AM - 11:00 PM","10:00 AM - 11:00 PM","10:00 AM - 11:00 PM","10:00 AM - 11:00 PM","10:00 AM - 11:00 PM","10:00 AM - 11:00 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/dim-sum-go-go/menu"
"Diner","American",,,,"44 9th Avenue, New York, NY 10011-","212-627-2230","http://www.thedinernyc.com/","10:00 AM - 3:00 AM","11:00 AM - 5:00 AM","11:00 AM - 5:00 AM","11:00 AM - 5:00 AM","11:00 AM - 4:00 AM","10:00 AM - 6:00 AM","10:00 AM - 6:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/diner/menu"
"Dinosaur Bar B Que","American","BBQ",,,"700 W 125th St, New York, NY 10027","212-694-1777","http://www.dinosaurbarbque.com",,"11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 12:00 AM","11:30 AM - 10:00 PM","$$","http://www.opentable.com/dinosaur-bar-b-que","http://newyorkcity.menupages.com/restaurants/dinosaur-bar-b-que/menu"
"Dirt Candy","American",,,"x","430 East 9th Street, New York, NY 10009","212-228-7732","http://www.dirtcandynyc.com",,,"5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","$$$","http://www.opentable.com/dirt-candy","http://newyorkcity.menupages.com/restaurants/dirt-candy/menu"
"Do Hwa","Korean","Asian",,"x","55 Carmine Street, New York, NY 10014","212-414-1224","http://www.dohwanyc.com","5:00 PM - 10:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","5:00 PM - 12:00 AM","$$","http://www.opentable.com/do-hwa","http://newyorkcity.menupages.com/restaurants/do-hwa/menu"
"Dock's Oyster Bar and Grill","American","Seafood",,,"633 3rd Ave # 5, New York, NY 10017","212-986-8080","http//www.docksoysterbar.com","11:30 AM - 3:00 PM, 4:00 PM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:30 AM - 3:00 PM, 5:00 PM - 11:00 PM","$$$","http://www.opentable.com/docks-oyster-bar-and-seafood-grill","http://newyorkcity.menupages.com/restaurants/docks/menu"
"Dos Toros Taqueria","Mexican",,,"x","137 4th Avenue, New York, NY 10003","212-677-7300","http://www.dostorosnyc.com","12:00 PM - 10:00 PM","11:30 AM - 10:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/dos-toros-taqueria/menu"
"Double Crown","Fusion","Asian",,"x","316 Bowery, New York, NY 10012","212-254-0350","http://doublecrown-nyc.com/","10:00 AM - 3:00 PM, 6:00 PM - 11:45 PM","6:00 PM - 11:45 PM","6:00 PM - 11:45 PM","6:00 PM - 11:45 PM","6:00 PM - 11:45 PM","6:00 PM - 11:45 PM","10:00 AM - 3:00 PM, 6:00 - 11:45 PM","$$$","http://www.opentable.com/double-crown","http://newyorkcity.menupages.com/restaurants/double-crown/menu"
"Dovetail","American","Contemporary",,"x","103 West 77th Street, New York, NY 10024","212-362-3800","http://www.dovetailnyc.cocm","5:30 AM - 10:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","$$$","http://www.opentable.com/dovetail","http://newyorkcity.menupages.com/restaurants/dovetail/menu"
"Dressler","American",,,,"149 Broadway, Brooklyn, NY 11211","718-384-6343","http://www.dresslernyc.com/","11:00 AM - 10:30 PM","6:00 PM - 11:00 PM","6:00 PM - 11:00 PM","6:00 PM - 11:00 PM","6:00 PM - 11:00 PM","6:00 PM - 12:00 PM","11:00 AM - 12:00 AM","$$$","http://www.opentable.com/dressler","http://newyorkcity.menupages.com/restaurants/dressler/menu"
"DuMont","French","Hamburgers",,,"432 Union Ave, New York, NY 11211","718-486-7717","http://www.dumontrestaurant.com/","11:00 AM - 3:00 PM, 6:00 PM - 11:00 PM","11:00 AM - 3:00 PM, 6:00 PM - 11:00 PM","11:00 AM - 3:00 PM, 6:00 PM - 11:00 PM","11:00 AM - 3:00 PM, 6:00 PM - 11:00 PM","11:00 AM - 3:00 PM, 6:00 PM - 11:00 PM","11:00 AM - 3:00 PM, 6:00 PM - 12:00 PM","11:00 AM - 3:00 PM, 6:00 PM - 12:00 PM","$$","http://www.opentable.com/dumont","http://newyorkcity.menupages.com/restaurants/dumont/menu"
"East Side Social Club","Italian",,,,"230 E 51st St # 2, New York, NY 10022","212-355-9442","http://esscnyc.com/","5:30 PM - 11:00 PM","12:00 PM - 4:00 PM, 5:30 PM - 2:00 AM","12:00 PM - 4:00 PM, 5:30 PM - 2:00 AM","12:00 PM - 4:00 PM, 5:30 PM - 2:00 AM","12:00 PM - 4:00 PM, 5:30 PM - 2:00 AM","12:00 PM - 4:00 PM, 5:30 PM - 2:00 AM","12:00 PM - 4:00 PM, 5:30 PM - 2:00 AM","$$","http://www.opentable.com/east-side-social-club","http://newyorkcity.menupages.com/restaurants/east-side-social-club/menu"
"Ed's Lobster Bar","American","Seafood",,,"222 Lafayette Street, New York, NY 10012","212-343-3236","http://www.lobsterbarnyc.com",,"12:00 PM - 3:00 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:00 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:00 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:00 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:00 PM, 5:00 PM - 12:00 AM","12:00 PM - 9:00 PM","$$-$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/eds-lobster-bar/menu"
"Egg","American","Southern",,,"135 N 5th St, Brooklyn, NY 11211","718-302-5151","http://www.pigandegg.com/","9:00 AM - 9:00 PM","7:00 AM - 6:00 PM","7:00 AM - 6:00 PM","7:00 AM - 6:00 PM","7:00 AM - 10:00 PM","7:00 AM - 11:00 PM","9:00 AM - 11:00 PM","$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/egg/menu"
"El Faro","Spanish","European","Tapas",,"823 Greenwich St, New York, NY 10014","212-929-8210","http://elfaronyc.com/",,,"12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/el-faro/menu"
"El Parador","Mexican",,,"x","325 E 34th St , New York, NY 10016","212-679-6812","http://www.elparadorcafe.com","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","$$","http://www.opentable.com/el-parador","http://newyorkcity.menupages.com/restaurants/el-parador/menu"
"El Paso Taqueria","Mexican",,,"x","1643 Lexington Avenue, New York, NY 10029","212-831-9831","http://www.elpasotaqueria.com","8:00 AM - 1:00 AM","8:00 AM - 1:00 AM","8:00 AM - 1:00 AM","8:00 AM - 1:00 AM","8:00 AM - 1:00 AM","8:00 AM - 1:00 AM","8:00 AM - 1:00 AM","$$","http://www.opentable.com/el-paso-taqueria-lexington-ave","http://newyorkcity.menupages.com/restaurants/el-paso-taqueria-2/menu"
"Elephant Castle","American","Hamburgers",,,"68 Greenwich Avenue, New York, NY 10011","212-243-1400","http://www.elephantandcastle.com","10:00 AM - 12:00 AM","8:30 AM - 12:00 AM","8:30 AM - 12:00 AM","8:30 AM - 12:00 AM","8:30 AM - 12:00 AM","8:30 AM - 12:00 AM","10:00 AM - 12:00 AM","$-$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/elephant-castle/menu"
